195.190000,208.730000,230.730000,211.860000,221.270000,319.710000,185.720000,316.580000
189.555441,210.886308,226.588187,211.699168,224.178637,321.474810,187.145890,320.661950
191.862473,207.887779,227.700698,211.510220,219.132231,296.281406,183.294006,292.658964
190.774489,209.810655,226.792708,213.786401,218.046067,293.026483,182.027848,289.050737
192.093612,211.884266,229.670396,218.326389,216.046888,297.792046,178.470105,291.349923
191.074924,217.502313,229.498313,226.106601,213.580379,297.189871,175.156990,288.585583
189.902066,223.202712,226.811914,230.663022,213.632032,295.870422,176.722184,288.410111
223.744302,289.722481,184.195964,293.224926,178.730028,231.505551,218.278365,228.003106
191.078084,229.144491,228.747203,235.556450,219.177115,291.779015,181.507996,285.367057
184.976554,228.781190,230.941058,239.174937,219.591564,289.366063,173.627060,278.972315
184.196726,231.691390,228.270086,235.075939,223.729838,294.198739,179.656478,290.814191
196.100318,224.850490,230.518663,239.868362,203.486492,301.821383,169.068147,286.803510
206.741192,226.114068,239.686844,248.688122,205.666791,298.338611,172.721139,275.764557
183.894981,229.031301,224.590230,231.796135,217.497832,336.188296,176.802582,333.423462
202.571160,221.172641,239.450807,237.386536,213.259131,296.961350,176.379485,280.747455
200.346308,221.567618,236.450349,230.010695,220.368298,298.780297,184.264257,290.337220
196.053724,220.874666,238.662911,231.596654,223.426403,292.146552,180.817215,281.424565
214.804929,200.325930,255.681841,219.902569,222.710660,288.747895,181.833747,269.171256
229.713904,208.483404,258.802389,238.848166,210.309411,285.302910,181.220926,254.938148
218.516559,206.595800,264.895558,232.997413,230.997190,292.545757,184.618192,266.144144
214.819378,209.540352,260.743171,230.980966,232.638583,291.178370,186.714790,269.737756
198.094830,213.857013,258.995699,214.438549,258.305525,286.716504,197.404655,286.134968
263.799570,304.305984,201.939657,305.672303,199.905704,213.585388,261.765616,212.219068
229.319796,218.110265,275.266147,244.653845,233.607473,316.764092,187.661121,290.220511
223.374876,220.698894,264.484084,231.716052,240.769183,320.205364,199.659976,309.188205
230.359882,224.698759,265.092722,232.574571,240.102166,342.784542,205.369326,334.908730
228.564058,227.270142,263.592910,230.922516,255.468240,308.843841,220.439388,305.191467
229.669569,226.812867,267.123142,229.143889,262.164424,308.817853,224.710851,306.486832
269.221706,309.177001,232.267114,309.861858,230.765234,228.821086,267.719826,228.136229
278.055622,304.794947,238.639734,307.371337,233.527209,229.155435,272.943097,226.579044
284.378994,298.808311,246.347853,304.049726,236.031418,229.194782,274.062558,223.953368
286.082875,302.101998,248.529264,305.791082,240.799753,227.107326,278.353364,223.418241
292.278423,302.905206,255.059002,308.379089,243.140064,227.336800,280.359485,221.862918
300.175500,314.535928,265.585758,321.721062,246.425400,229.481750,281.015142,222.296616
304.739419,326.421777,264.799430,332.261028,249.353670,226.613314,289.293659,220.774063
305.836228,328.892956,262.790515,331.868564,255.422345,225.279179,298.468058,222.303571
312.486666,326.775753,271.824497,331.778399,259.010702,227.626176,299.672871,222.623530
311.298225,337.705491,273.197409,338.822533,269.933892,227.508384,308.034708,226.391341
311.415729,335.533272,274.284599,335.886791,273.260116,228.282293,310.391246,227.928774
275.751978,230.273354,318.186254,231.119323,316.056748,337.936640,273.622472,337.090671
283.064053,232.438113,328.324136,234.872799,322.794511,337.666886,277.534428,335.232201
286.325228,234.299606,332.387508,236.002605,329.265343,320.450117,283.203064,318.747118
334.102805,315.576270,289.098834,317.872242,284.957885,236.704365,329.961856,234.408393
339.385144,328.177424,292.234161,335.098619,278.278309,240.023686,325.429292,233.102491
334.278465,311.591355,288.325397,317.909773,277.553012,239.563558,323.506080,233.245140
334.985199,320.897095,301.812761,327.900419,283.037893,238.970052,316.210331,231.966729
330.884038,319.701631,288.027168,324.709253,277.693979,236.274440,320.550849,231.266818
329.743099,323.854888,288.620003,329.317888,276.212512,235.919671,317.335608,230.456671
333.492199,324.914885,291.077468,333.158103,272.564013,237.898788,314.978745,229.655571
340.780333,331.415653,300.301916,343.666481,269.463623,241.772534,309.942040,229.521706
343.100071,337.277245,303.086532,350.396547,267.306615,241.268712,307.320155,228.149409
334.794213,330.148361,293.451752,340.621665,266.972077,236.095442,308.314538,225.622138
337.549597,317.116856,306.140976,328.357248,273.222684,236.374858,304.631305,225.134465
339.533856,323.342330,297.535105,338.223767,262.223219,238.565715,304.221970,223.684278
346.857201,326.360723,309.218326,340.970846,268.825633,236.910427,306.464508,222.300304
337.375293,329.559144,296.740007,342.045496,264.463965,237.007112,305.099252,224.520761
344.743732,323.149558,292.933769,338.372164,263.202116,237.180830,315.012080,221.958224
328.806592,318.546969,291.846880,330.395589,261.967750,237.192836,298.927463,225.344216
320.941609,319.101116,283.053396,325.937292,266.817478,235.952786,304.705691,229.116610
322.860843,316.171795,278.514779,327.544984,256.716167,242.548361,301.062232,231.175172
315.422778,319.601890,270.306797,326.292433,257.775304,241.789485,302.891285,235.098942
314.311839,315.273498,266.110145,324.367647,250.730334,242.850075,298.932029,233.755927
311.516589,315.193773,263.000137,326.867155,243.660654,246.489152,292.177106,234.815771
307.825079,319.770722,260.624933,329.160173,243.410940,242.626571,290.611086,233.237120
306.803792,316.787787,261.978849,331.464942,234.229852,246.717784,279.054796,232.040628
302.354040,321.256693,262.434114,334.756021,231.944255,244.592051,271.864180,231.092724
298.306749,321.574770,259.101013,336.912062,223.747254,246.539518,262.952990,231.202225
