341.250000,119.150000,359.100000,119.190000,359.040000,144.090000,341.180000,144.040000
334.293116,115.439780,358.350204,119.113251,354.186937,146.377950,330.129849,142.704479
358.115011,134.348684,337.009339,148.963600,319.499015,123.676615,340.604688,109.061700
346.377246,116.861485,348.139753,140.274405,320.146044,142.381750,318.383537,118.968829
334.429840,112.026459,346.387115,132.688377,321.546382,147.063977,309.589107,126.402059
339.587563,114.839904,334.829728,144.270299,304.844042,139.422694,309.601877,109.992299
340.245730,118.520795,332.060964,144.017961,299.839270,133.674575,308.024037,108.177409
317.952837,111.585988,335.343354,127.469015,316.952481,147.605403,299.561964,131.722376
324.006164,116.834351,323.091003,141.160893,296.687805,140.167609,297.602966,115.841067
322.753625,113.264634,327.825446,137.896332,299.513150,143.726011,294.441329,119.094313
295.748869,112.516859,320.665897,115.400495,317.748730,140.607255,292.831702,137.723619
295.583543,111.780312,318.139569,118.806427,309.985806,144.982556,287.429780,137.956441
312.445072,138.587542,290.338620,140.220289,288.426586,114.332470,310.533039,112.699722
312.171679,136.710428,289.777693,141.552359,284.352396,116.460302,306.746383,111.618371
284.625051,111.710967,307.088492,115.818752,302.460734,141.125665,279.997294,137.017881
291.527746,110.461650,307.949467,125.007473,291.538795,143.534543,275.117074,128.988721
293.352850,109.636680,306.051602,128.248475,284.337842,143.063686,271.639089,124.451891
300.088021,112.067735,305.384856,134.358506,278.797069,140.676417,273.500234,118.385646
301.602901,128.298125,283.311536,142.276135,269.662421,124.415156,287.953785,110.437146
290.254423,112.177096,297.042416,134.286127,273.867890,141.401252,267.079897,119.292221
275.373930,109.796024,294.529676,121.140604,281.954961,142.373479,262.799215,131.028899
286.401088,111.832654,291.081166,136.186525,261.254515,141.918306,256.574437,117.564435
283.532382,142.297804,260.782395,142.322330,260.749694,111.989014,283.499681,111.964488
257.150585,113.892608,278.531828,116.246435,275.740861,141.598480,254.359619,139.244652
275.551051,140.911547,255.654990,143.938487,250.873301,112.508477,270.769362,109.481537
273.389649,120.962346,263.241213,141.311742,242.341833,130.889024,252.490270,110.539628
265.038271,138.680814,246.128203,140.032758,244.110686,111.813119,263.020754,110.461175
239.140972,109.874686,260.955035,112.198595,257.598279,143.707797,235.784216,141.383889
232.062474,108.592352,256.814685,113.038918,252.112569,139.213670,227.360358,134.767104
249.175988,139.947270,225.422942,140.992723,224.175956,112.660777,247.929002,111.615324
246.080022,137.404253,223.680879,140.825081,219.904640,116.098755,242.303783,112.677926
220.046527,107.567678,243.717996,114.794299,235.259564,142.500678,211.588095,135.274057
228.347693,101.280447,246.013396,116.841071,222.477952,143.560447,204.812250,127.999823
225.658008,108.571189,238.687438,131.915584,209.708190,148.090049,196.678760,124.745654
225.139483,113.317184,223.698051,141.697269,192.415457,140.108418,193.856889,111.728333
218.445700,111.352375,225.788396,139.875548,192.675287,148.399827,185.332592,119.876654
214.852494,112.121512,221.439646,140.406275,186.601096,148.519718,180.013944,120.234955
216.829602,143.086922,186.079780,146.218328,182.307002,109.170350,213.056824,106.038944
215.907117,145.941683,187.919607,151.811158,179.078246,109.652756,207.065757,103.783281
182.465336,112.047682,208.469734,115.513765,202.893862,157.346926,176.889464,153.880843
182.058884,110.910957,205.656385,120.033542,192.312902,154.549291,168.715401,145.426705
177.762323,109.904286,203.658438,120.634719,188.663345,156.822880,162.767230,146.092446
174.796361,106.942189,198.315805,113.960521,186.330654,154.124495,162.811210,147.106163
167.729060,109.870234,190.007589,115.415701,181.306943,150.369945,159.028414,144.824478
